baseline_model,residual_route,input_root,path_model,path_route,representation,subset,n_rows,n_unique_material_ids,n_duplicate_material_ids,n_folds,expected_total,coverage_fraction,prediction_file,MAE,RMSE,R2,F1,DAF,Precision,Recall,Accuracy,TPR,FPR,TNR,FNR,TP,FP,TN,FN,baseline_all_subset_MAE,baseline_all_subset_RMSE,baseline_all_subset_R2,baseline_all_subset_F1,baseline_all_subset_DAF,baseline_all_subset_Precision,baseline_all_subset_Recall,baseline_all_subset_Accuracy,baseline_all_subset_TPR,baseline_all_subset_FPR,baseline_all_subset_TNR,baseline_all_subset_FNR,baseline_all_subset_TP,baseline_all_subset_FP,baseline_all_subset_TN,baseline_all_subset_FN,baseline_same_rows_MAE,baseline_same_rows_RMSE,baseline_same_rows_R2,baseline_same_rows_F1,baseline_same_rows_DAF,baseline_same_rows_Precision,baseline_same_rows_Recall,baseline_same_rows_Accuracy,baseline_same_rows_TPR,baseline_same_rows_FPR,baseline_same_rows_TNR,baseline_same_rows_FNR,baseline_same_rows_TP,baseline_same_rows_FP,baseline_same_rows_TN,baseline_same_rows_FN,delta_MAE_vs_baseline_same_rows,delta_MAE_vs_baseline_all_subset,delta_RMSE_vs_baseline_same_rows,delta_RMSE_vs_baseline_all_subset,delta_R2_vs_baseline_same_rows,delta_R2_vs_baseline_all_subset,delta_F1_vs_baseline_same_rows,delta_F1_vs_baseline_all_subset,delta_DAF_vs_baseline_same_rows,delta_DAF_vs_baseline_all_subset,delta_Precision_vs_baseline_same_rows,delta_Precision_vs_baseline_all_subset,delta_Recall_vs_baseline_same_rows,delta_Recall_vs_baseline_all_subset,delta_Accuracy_vs_baseline_same_rows,delta_Accuracy_vs_baseline_all_subset,delta_TPR_vs_baseline_same_rows,delta_TPR_vs_baseline_all_subset,delta_FPR_vs_baseline_same_rows,delta_FPR_vs_baseline_all_subset,delta_TNR_vs_baseline_same_rows,delta_TNR_vs_baseline_all_subset,delta_FNR_vs_baseline_same_rows,delta_FNR_vs_baseline_all_subset,delta_TP_vs_baseline_same_rows,delta_TP_vs_baseline_all_subset,delta_FP_vs_baseline_same_rows,delta_FP_vs_baseline_all_subset,delta_TN_vs_baseline_same_rows,delta_TN_vs_baseline_all_subset,delta_FN_vs_baseline_same_rows,delta_FN_vs_baseline_all_subset,relative_MAE_improvement_vs_baseline_same_rows_%
mattersim-v1-5m,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,mattersim-v1-5m,crabnet_frontend,mat2vec+L64,all,256963,256963,0,5,256963.0,1.0,mat2vec_residual/outputs_all_embeddings_residual/mattersim-v1-5m/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.016314044823762475,0.042905120518154156,0.9978074346326097,0.8576536147549069,5.451159891409751,0.9084806853501188,0.8122124927028604,0.9550674610741624,0.8122124927028604,0.01636327975417721,0.9836367202458228,0.18778750729713953,34783.0,3504.0,210634.0,8042.0,0.016427090698092565,0.04341301024934875,0.9977552183732716,0.857782339338931,5.470364018238507,0.9116812112291032,0.8099007589025102,0.955242583562614,0.8099007589025102,0.015690816202635682,0.9843091837973643,0.1900992410974898,34684.0,3360.0,210778.0,8141.0,0.016427090698092565,0.04341301024934875,0.9977552183732716,0.857782339338931,5.470364018238507,0.9116812112291032,0.8099007589025102,0.955242583562614,0.8099007589025102,0.015690816202635682,0.9843091837973643,0.1900992410974898,34684.0,3360.0,210778.0,8141.0,-0.00011304587433009008,-0.00011304587433009008,-0.0005078897311945954,-0.0005078897311945954,5.221625933804486e-05,5.221625933804486e-05,-0.00012872458402413134,-0.00012872458402413134,-0.01920412682875572,-0.01920412682875572,-0.0032005258789843394,-0.0032005258789843394,0.002311733800350213,0.002311733800350213,-0.00017512248845164002,-0.00017512248845164002,0.002311733800350213,0.002311733800350213,0.0006724635515415293,0.0006724635515415293,-0.0006724635515414912,-0.0006724635515414912,-0.0023117338003502685,-0.0023117338003502685,99.0,99.0,144.0,144.0,-144.0,-144.0,-99.0,-99.0,0.6881673475097841
mattersim-v1-5m,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,mattersim-v1-5m,crabnet_frontend,mat2vec+L32,all,256963,256963,0,5,256963.0,1.0,mat2vec_residual/outputs_all_embeddings_residual/mattersim-v1-5m/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.01631649303959212,0.04295018424377697,0.9978028264622554,0.8577806830375312,5.454450672618709,0.9090291211376588,0.8120023350846468,0.9551258352369797,0.8120023350846468,0.01625120249558696,0.983748797504413,0.1879976649153532,34774.0,3480.0,210658.0,8051.0,0.016427090698092565,0.04341301024934875,0.9977552183732716,0.857782339338931,5.470364018238507,0.9116812112291032,0.8099007589025102,0.955242583562614,0.8099007589025102,0.015690816202635682,0.9843091837973643,0.1900992410974898,34684.0,3360.0,210778.0,8141.0,0.016427090698092565,0.04341301024934875,0.9977552183732716,0.857782339338931,5.470364018238507,0.9116812112291032,0.8099007589025102,0.955242583562614,0.8099007589025102,0.015690816202635682,0.9843091837973643,0.1900992410974898,34684.0,3360.0,210778.0,8141.0,-0.00011059765850044562,-0.00011059765850044562,-0.00046282600557177866,-0.00046282600557177866,4.760808898374158e-05,4.760808898374158e-05,-1.6563013998105447e-06,-1.6563013998105447e-06,-0.01591334561979796,-0.01591334561979796,-0.0026520900914444034,-0.0026520900914444034,0.0021015761821365775,0.0021015761821365775,-0.00011674832563435267,-0.00011674832563435267,0.0021015761821365775,0.0021015761821365775,0.0005603862929512773,0.0005603862929512773,-0.0005603862929512982,-0.0005603862929512982,-0.0021015761821366052,-0.0021015761821366052,90.0,90.0,120.0,120.0,-120.0,-120.0,-90.0,-90.0,0.6732638209228837
mattersim-v1-5m,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,mattersim-v1-5m,crabnet_frontend,mat2vec,all,256963,256963,0,5,256963.0,1.0,mat2vec_residual/outputs_all_embeddings_residual/mattersim-v1-5m/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.016320471923758524,0.04293847142860377,0.9978040246679877,0.8574212246408089,5.451713339979719,0.9085729221118661,0.8117221249270286,0.9550090869113452,0.8117221249270286,0.01633526043952965,0.9836647395604704,0.1882778750729714,34762.0,3498.0,210640.0,8063.0,0.016427090698092565,0.04341301024934875,0.9977552183732716,0.857782339338931,5.470364018238507,0.9116812112291032,0.8099007589025102,0.955242583562614,0.8099007589025102,0.015690816202635682,0.9843091837973643,0.1900992410974898,34684.0,3360.0,210778.0,8141.0,0.016427090698092565,0.04341301024934875,0.9977552183732716,0.857782339338931,5.470364018238507,0.9116812112291032,0.8099007589025102,0.955242583562614,0.8099007589025102,0.015690816202635682,0.9843091837973643,0.1900992410974898,34684.0,3360.0,210778.0,8141.0,-0.00010661877433404063,-0.00010661877433404063,-0.00047453882074498244,-0.00047453882074498244,4.88062947160417e-05,4.88062947160417e-05,-0.0003611146981220559,-0.0003611146981220559,-0.018650678258787856,-0.018650678258787856,-0.0031082891172370397,-0.0031082891172370397,0.0018213660245183227,0.0018213660245183227,-0.00023349665126881636,-0.00023349665126881636,0.0018213660245183227,0.0018213660245183227,0.0006444442368939672,0.0006444442368939672,-0.0006444442368939152,-0.0006444442368939152,-0.001821366024518406,-0.001821366024518406,78.0,78.0,138.0,138.0,-138.0,-138.0,-78.0,-78.0,0.6490423428807189
mattersim-v1-5m,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,mattersim-v1-5m,crabnet_frontend,MDS_64_cos_zscore,all,256963,256963,0,5,256963.0,1.0,mat2vec_residual/outputs_all_embeddings_residual/mattersim-v1-5m/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.01632789730987021,0.04304825784390245,0.9977927808363969,0.8581247536460386,5.448749288053791,0.9080789384499075,0.8133800350262697,0.9551764261780878,0.8133800350262697,0.01646601724121828,0.9835339827587817,0.1866199649737303,34833.0,3526.0,210612.0,7992.0,0.016427090698092565,0.04341301024934875,0.9977552183732716,0.857782339338931,5.470364018238507,0.9116812112291032,0.8099007589025102,0.955242583562614,0.8099007589025102,0.015690816202635682,0.9843091837973643,0.1900992410974898,34684.0,3360.0,210778.0,8141.0,0.016427090698092565,0.04341301024934875,0.9977552183732716,0.857782339338931,5.470364018238507,0.9116812112291032,0.8099007589025102,0.955242583562614,0.8099007589025102,0.015690816202635682,0.9843091837973643,0.1900992410974898,34684.0,3360.0,210778.0,8141.0,-9.919338822235446e-05,-9.919338822235446e-05,-0.00036475240544630444,-0.00036475240544630444,3.7562463125251355e-05,3.7562463125251355e-05,0.0003424143071075747,0.0003424143071075747,-0.021614730184715825,-0.021614730184715825,-0.00360227277919567,-0.00360227277919567,0.0034792761237594227,0.0034792761237594227,-6.615738452619979e-05,-6.615738452619979e-05,0.0034792761237594227,0.0034792761237594227,0.0007752010385825986,0.0007752010385825986,-0.0007752010385826402,-0.0007752010385826402,-0.003479276123759506,-0.003479276123759506,149.0,149.0,166.0,166.0,-166.0,-166.0,-149.0,-149.0,0.6038402663343931
mattersim-v1-5m,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,mattersim-v1-5m,crabnet_frontend,MDS_E_64_cos_zscore,all,256963,256963,0,5,256963.0,1.0,mat2vec_residual/outputs_all_embeddings_residual/mattersim-v1-5m/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.01633295996426371,0.043013408858571675,0.9977963530234135,0.8583163737280296,5.458158486315717,0.9096470588235294,0.8124693520140105,0.9552970661145768,0.8124693520140105,0.016139125236996704,0.9838608747630033,0.18753064798598948,34794.0,3456.0,210682.0,8031.0,0.016427090698092565,0.04341301024934875,0.9977552183732716,0.857782339338931,5.470364018238507,0.9116812112291032,0.8099007589025102,0.955242583562614,0.8099007589025102,0.015690816202635682,0.9843091837973643,0.1900992410974898,34684.0,3360.0,210778.0,8141.0,0.016427090698092565,0.04341301024934875,0.9977552183732716,0.857782339338931,5.470364018238507,0.9116812112291032,0.8099007589025102,0.955242583562614,0.8099007589025102,0.015690816202635682,0.9843091837973643,0.1900992410974898,34684.0,3360.0,210778.0,8141.0,-9.413073382885315e-05,-9.413073382885315e-05,-0.0003996013907770768,-0.0003996013907770768,4.1134650141883e-05,4.1134650141883e-05,0.0005340343890986032,0.0005340343890986032,-0.012205531922790058,-0.012205531922790058,-0.002034152405573808,-0.002034152405573808,0.0025685931115002614,0.0025685931115002614,5.4482551962720116e-05,5.4482551962720116e-05,0.0025685931115002614,0.0025685931115002614,0.0004483090343610219,0.0004483090343610219,-0.0004483090343609941,-0.0004483090343609941,-0.002568593111500317,-0.002568593111500317,110.0,110.0,96.0,96.0,-96.0,-96.0,-110.0,-110.0,0.5730213314021767
mattersim-v1-5m,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,mattersim-v1-5m,crabnet_frontend,MDS_32_cos_zscore,all,256963,256963,0,5,256963.0,1.0,mat2vec_residual/outputs_all_embeddings_residual/mattersim-v1-5m/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.01634166045506136,0.04318111397823734,0.9977791359120665,0.8578647669287846,5.450848735975964,0.908428828734762,0.8126328079392878,0.9551219436261251,0.8126328079392878,0.016381959297275588,0.9836180407027244,0.1873671920607122,34801.0,3508.0,210630.0,8024.0,0.016427090698092565,0.04341301024934875,0.9977552183732716,0.857782339338931,5.470364018238507,0.9116812112291032,0.8099007589025102,0.955242583562614,0.8099007589025102,0.015690816202635682,0.9843091837973643,0.1900992410974898,34684.0,3360.0,210778.0,8141.0,0.016427090698092565,0.04341301024934875,0.9977552183732716,0.857782339338931,5.470364018238507,0.9116812112291032,0.8099007589025102,0.955242583562614,0.8099007589025102,0.015690816202635682,0.9843091837973643,0.1900992410974898,34684.0,3360.0,210778.0,8141.0,-8.543024303120372e-05,-8.543024303120372e-05,-0.00023189627111141337,-0.00023189627111141337,2.39175387948265e-05,2.39175387948265e-05,8.242758985355092e-05,8.242758985355092e-05,-0.0195152822625424,-0.0195152822625424,-0.0032523824943411217,-0.0032523824943411217,0.002732049036777595,0.002732049036777595,-0.00012063993648891991,-0.00012063993648891991,0.002732049036777595,0.002732049036777595,0.0006911430946399053,0.0006911430946399053,-0.0006911430946399122,-0.0006911430946399122,-0.002732049036777595,-0.002732049036777595,117.0,117.0,148.0,148.0,-148.0,-148.0,-117.0,-117.0,0.5200570484530378
mattersim-v1-5m,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,mattersim-v1-5m,crabnet_frontend,MDS_F_32_cos_zscore,all,256963,256963,0,5,256963.0,1.0,mat2vec_residual/outputs_all_embeddings_residual/mattersim-v1-5m/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.016349832631797363,0.04320085124921998,0.9977771052180857,0.8580448642849215,5.455377393470917,0.9091835667990801,0.8123525977816696,0.9552036674540693,0.8123525977816696,0.01622785306671399,0.983772146933286,0.18764740221833043,34789.0,3475.0,210663.0,8036.0,0.016427090698092565,0.04341301024934875,0.9977552183732716,0.857782339338931,5.470364018238507,0.9116812112291032,0.8099007589025102,0.955242583562614,0.8099007589025102,0.015690816202635682,0.9843091837973643,0.1900992410974898,34684.0,3360.0,210778.0,8141.0,0.016427090698092565,0.04341301024934875,0.9977552183732716,0.857782339338931,5.470364018238507,0.9116812112291032,0.8099007589025102,0.955242583562614,0.8099007589025102,0.015690816202635682,0.9843091837973643,0.1900992410974898,34684.0,3360.0,210778.0,8141.0,-7.725806629520215e-05,-7.725806629520215e-05,-0.00021215900012876848,-0.00021215900012876848,2.1886844814078543e-05,2.1886844814078543e-05,0.0002625249459905499,0.0002625249459905499,-0.014986624767590051,-0.014986624767590051,-0.0024976444300230938,-0.0024976444300230938,0.0024518388791593404,0.0024518388791593404,-3.891610854478422e-05,-3.891610854478422e-05,0.0024518388791593404,0.0024518388791593404,0.0005370368640783066,0.0005370368640783066,-0.0005370368640783552,-0.0005370368640783552,-0.002451838879159368,-0.002451838879159368,105.0,105.0,115.0,115.0,-115.0,-115.0,-105.0,-105.0,0.4703088800999497
mattersim-v1-5m,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,mattersim-v1-5m,crabnet_frontend,MDS_E_32_cos_zscore,all,256963,256963,0,5,256963.0,1.0,mat2vec_residual/outputs_all_embeddings_residual/mattersim-v1-5m/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.016375569521972676,0.04322628293908848,0.9977744872784466,0.8569028767647822,5.457925463380415,0.909608223632454,0.8099708114419147,0.9549156882508377,0.8099708114419147,0.016097096265025358,0.9839029037349747,0.19002918855808523,34687.0,3447.0,210691.0,8138.0,0.016427090698092565,0.04341301024934875,0.9977552183732716,0.857782339338931,5.470364018238507,0.9116812112291032,0.8099007589025102,0.955242583562614,0.8099007589025102,0.015690816202635682,0.9843091837973643,0.1900992410974898,34684.0,3360.0,210778.0,8141.0,0.016427090698092565,0.04341301024934875,0.9977552183732716,0.857782339338931,5.470364018238507,0.9116812112291032,0.8099007589025102,0.955242583562614,0.8099007589025102,0.015690816202635682,0.9843091837973643,0.1900992410974898,34684.0,3360.0,210778.0,8141.0,-5.152117611988832e-05,-5.152117611988832e-05,-0.00018672731026027345,-0.00018672731026027345,1.9268905175007234e-05,1.9268905175007234e-05,-0.0008794625741488371,-0.0008794625741488371,-0.012438554858091422,-0.012438554858091422,-0.0020729875966492006,-0.0020729875966492006,7.005253940450817e-05,7.005253940450817e-05,-0.0003268953117763207,-0.0003268953117763207,7.005253940450817e-05,7.005253940450817e-05,0.0004062800623896752,0.0004062800623896752,-0.0004062800623896301,-0.0004062800623896301,-7.005253940456369e-05,-7.005253940456369e-05,3.0,3.0,87.0,87.0,-87.0,-87.0,-3.0,-3.0,0.31363542739720013
mattersim-v1-5m,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,mattersim-v1-5m,crabnet_frontend,mattersim-v1-5m-baseline,all,256963,256963,0,5,256963.0,1.0,mat2vec_residual/outputs_all_embeddings_residual/mattersim-v1-5m/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.016427090698092565,0.04341301024934875,0.9977552183732716,0.857782339338931,5.470364018238507,0.9116812112291032,0.8099007589025102,0.955242583562614,0.8099007589025102,0.015690816202635682,0.9843091837973643,0.1900992410974898,34684.0,3360.0,210778.0,8141.0,0.016427090698092565,0.04341301024934875,0.9977552183732716,0.857782339338931,5.470364018238507,0.9116812112291032,0.8099007589025102,0.955242583562614,0.8099007589025102,0.015690816202635682,0.9843091837973643,0.1900992410974898,34684.0,3360.0,210778.0,8141.0,0.016427090698092565,0.04341301024934875,0.9977552183732716,0.857782339338931,5.470364018238507,0.9116812112291032,0.8099007589025102,0.955242583562614,0.8099007589025102,0.015690816202635682,0.9843091837973643,0.1900992410974898,34684.0,3360.0,210778.0,8141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mattersim-v1-5m,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,mattersim-v1-5m,crabnet_frontend,mat2vec+S64,unique_prototype,215488,215488,0,5,,,mat2vec_residual/outputs_all_embeddings_residual/mattersim-v1-5m/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.016341828519574247,0.040633660703849744,0.997966282367482,0.8782583695374393,6.062283850440987,0.9267511629474819,0.8345880638698319,0.9646291208791209,0.8345880638698319,0.011903848892881794,0.9880961511071182,0.16541193613016816,27493.0,2173.0,180373.0,5449.0,0.016430097903534915,0.041092661217906,0.9979200768455624,0.8779089322036613,6.07835732060589,0.9292083403966774,0.831977414850343,0.9646244802494802,0.831977414850343,0.011438212834025397,0.9885617871659746,0.16802258514965698,27407.0,2088.0,180458.0,5535.0,0.016430097903534915,0.041092661217906,0.9979200768455624,0.8779089322036613,6.07835732060589,0.9292083403966774,0.831977414850343,0.9646244802494802,0.831977414850343,0.011438212834025397,0.9885617871659746,0.16802258514965698,27407.0,2088.0,180458.0,5535.0,-8.826938396066727e-05,-8.826938396066727e-05,-0.00045900051405625697,-0.00045900051405625697,4.620552191958449e-05,4.620552191958449e-05,0.0003494373337780132,0.0003494373337780132,-0.016073470164903014,-0.016073470164903014,-0.002457177449195491,-0.002457177449195491,0.00261064901948882,0.00261064901948882,4.640629640673133e-06,4.640629640673133e-06,0.00261064901948882,0.00261064901948882,0.00046563605885639736,0.00046563605885639736,-0.00046563605885641124,-0.00046563605885641124,-0.00261064901948882,-0.00261064901948882,86.0,86.0,85.0,85.0,-85.0,-85.0,-86.0,-86.0,0.5372419840643569
mattersim-v1-5m,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,mattersim-v1-5m,crabnet_frontend,MDS_F_64_cos_zscore,unique_prototype,215488,215488,0,5,,,mat2vec_residual/outputs_all_embeddings_residual/mattersim-v1-5m/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.016342804499707764,0.04077842261465041,0.9979517658671063,0.8781430099458803,6.058158301236596,0.926120483550527,0.8348916277093072,0.9645780739530739,0.8348916277093072,0.012018888389775727,0.9879811116102243,0.16510837229069272,27503.0,2194.0,180352.0,5439.0,0.016430097903534915,0.041092661217906,0.9979200768455624,0.8779089322036613,6.07835732060589,0.9292083403966774,0.831977414850343,0.9646244802494802,0.831977414850343,0.011438212834025397,0.9885617871659746,0.16802258514965698,27407.0,2088.0,180458.0,5535.0,0.016430097903534915,0.041092661217906,0.9979200768455624,0.8779089322036613,6.07835732060589,0.9292083403966774,0.831977414850343,0.9646244802494802,0.831977414850343,0.011438212834025397,0.9885617871659746,0.16802258514965698,27407.0,2088.0,180458.0,5535.0,-8.729340382715098e-05,-8.729340382715098e-05,-0.0003142386032555927,-0.0003142386032555927,3.1689021543934714e-05,3.1689021543934714e-05,0.0002340777422190632,0.0002340777422190632,-0.02019901936929358,-0.02019901936929358,-0.0030878568461504274,-0.0030878568461504274,0.0029142128589642047,0.0029142128589642047,-4.640629640628724e-05,-4.640629640628724e-05,0.0029142128589642047,0.0029142128589642047,0.0005806755557503304,0.0005806755557503304,-0.0005806755557503651,-0.0005806755557503651,-0.00291421285896426,-0.00291421285896426,96.0,96.0,106.0,106.0,-106.0,-106.0,-96.0,-96.0,0.5313017873640906
mattersim-v1-5m,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,mattersim-v1-5m,crabnet_frontend,mat2vec+H64,unique_prototype,215488,215488,0,5,,,mat2vec_residual/outputs_all_embeddings_residual/mattersim-v1-5m/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.016345754527921016,0.04061488427590988,0.9979681614563571,0.8782614249672659,6.060370711457183,0.9264586982886404,0.8348309149414121,0.9646198396198397,0.8348309149414121,0.011958629605688428,0.9880413703943116,0.16516908505858782,27501.0,2183.0,180363.0,5441.0,0.016430097903534915,0.041092661217906,0.9979200768455624,0.8779089322036613,6.07835732060589,0.9292083403966774,0.831977414850343,0.9646244802494802,0.831977414850343,0.011438212834025397,0.9885617871659746,0.16802258514965698,27407.0,2088.0,180458.0,5535.0,0.016430097903534915,0.041092661217906,0.9979200768455624,0.8779089322036613,6.07835732060589,0.9292083403966774,0.831977414850343,0.9646244802494802,0.831977414850343,0.011438212834025397,0.9885617871659746,0.16802258514965698,27407.0,2088.0,180458.0,5535.0,-8.434337561389824e-05,-8.434337561389824e-05,-0.0004777769419961192,-0.0004777769419961192,4.80846107947519e-05,4.80846107947519e-05,0.000352492763604606,0.000352492763604606,-0.01798660914870709,-0.01798660914870709,-0.002749642108037076,-0.002749642108037076,0.0028535000910691055,0.0028535000910691055,-4.640629640562111e-06,-4.640629640562111e-06,0.0028535000910691055,0.0028535000910691055,0.0005204167716630313,0.0005204167716630313,-0.0005204167716630348,-0.0005204167716630348,-0.002853500091069161,-0.002853500091069161,94.0,94.0,95.0,95.0,-95.0,-95.0,-94.0,-94.0,0.5133467621988538
mattersim-v1-5m,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,mattersim-v1-5m,crabnet_frontend,mat2vec+S32,unique_prototype,215488,215488,0,5,,,mat2vec_residual/outputs_all_embeddings_residual/mattersim-v1-5m/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.016348026550296532,0.04063030232285545,0.9979666185280087,0.8780028111423459,6.060519827933311,0.9264814939661565,0.8343452127982515,0.9645548708048708,0.8343452127982515,0.011947673463127102,0.9880523265368729,0.16565478720174853,27485.0,2181.0,180365.0,5457.0,0.016430097903534915,0.041092661217906,0.9979200768455624,0.8779089322036613,6.07835732060589,0.9292083403966774,0.831977414850343,0.9646244802494802,0.831977414850343,0.011438212834025397,0.9885617871659746,0.16802258514965698,27407.0,2088.0,180458.0,5535.0,0.016430097903534915,0.041092661217906,0.9979200768455624,0.8779089322036613,6.07835732060589,0.9292083403966774,0.831977414850343,0.9646244802494802,0.831977414850343,0.011438212834025397,0.9885617871659746,0.16802258514965698,27407.0,2088.0,180458.0,5535.0,-8.207135323838252e-05,-8.207135323838252e-05,-0.00046235889505055056,-0.00046235889505055056,4.654168244633272e-05,4.654168244633272e-05,9.387893868462172e-05,9.387893868462172e-05,-0.01783749267257928,-0.01783749267257928,-0.0027268464305209017,-0.0027268464305209017,0.0023677979479084232,0.0023677979479084232,-6.960944460943086e-05,-6.960944460943086e-05,0.0023677979479084232,0.0023677979479084232,0.0005094606291017045,0.0005094606291017045,-0.0005094606291017323,-0.0005094606291017323,-0.002367797947908451,-0.002367797947908451,78.0,78.0,93.0,93.0,-93.0,-93.0,-78.0,-78.0,0.49951834566198766
mattersim-v1-5m,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,mattersim-v1-5m,crabnet_frontend,mat2vec+H32,unique_prototype,215488,215488,0,5,,,mat2vec_residual/outputs_all_embeddings_residual/mattersim-v1-5m/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.016349124184704727,0.04065052000145172,0.9979645943992691,0.8777893139525598,6.059368564331217,0.9263054984323905,0.8341023617266711,0.9644945426195426,0.8341023617266711,0.01197506381953042,0.9880249361804696,0.16589763827332887,27477.0,2186.0,180360.0,5465.0,0.016430097903534915,0.041092661217906,0.9979200768455624,0.8779089322036613,6.07835732060589,0.9292083403966774,0.831977414850343,0.9646244802494802,0.831977414850343,0.011438212834025397,0.9885617871659746,0.16802258514965698,27407.0,2088.0,180458.0,5535.0,0.016430097903534915,0.041092661217906,0.9979200768455624,0.8779089322036613,6.07835732060589,0.9292083403966774,0.831977414850343,0.9646244802494802,0.831977414850343,0.011438212834025397,0.9885617871659746,0.16802258514965698,27407.0,2088.0,180458.0,5535.0,-8.097371883018789e-05,-8.097371883018789e-05,-0.0004421412164542782,-0.0004421412164542782,4.4517553706713286e-05,4.4517553706713286e-05,-0.00011961825110151647,-0.00011961825110151647,-0.018988756274672447,-0.018988756274672447,-0.0029028419642869174,-0.0029028419642869174,0.0021249468763280266,0.0021249468763280266,-0.00012993762993762648,-0.00012993762993762648,0.0021249468763280266,0.0021249468763280266,0.0005368509855050232,0.0005368509855050232,-0.0005368509855050441,-0.0005368509855050441,-0.00212494687632811,-0.00212494687632811,70.0,70.0,98.0,98.0,-98.0,-98.0,-70.0,-70.0,0.4928377134792757
mattersim-v1-5m,crabnet_frontend,mat2vec_residual/outputs_all_embeddings_residual,mattersim-v1-5m,crabnet_frontend,mat2vec+L32,unique_prototype,215488,215488,0,5,,,mat2vec_residual/outputs_all_embeddings_residual/mattersim-v1-5m/crabnet_frontend/residual_calibration_full_predictions.csv.gz,0.016351582596748026,0.04065426191996798,0.9979642196600308,0.8780885408342657,6.065201873395854,0.9271972458485217,0.8339202234229859,0.9646012771012771,0.8339202234229859,0.011816199752391178,0.9881838002476088,0.16607977657701414,27471.0,2157.0,180389.0,5471.0,0.016430097903534915,0.041092661217906,0.9979200768455624,0.8779089322036613,6.07835732060589,0.9292083403966774,0.831977414850343,0.9646244802494802,0.831977414850343,0.011438212834025397,0.9885617871659746,0.16802258514965698,27407.0,2088.0,180458.0,5535.0,0.016430097903534915,0.041092661217906,0.9979200768455624,0.8779089322036613,6.07835732060589,0.9292083403966774,0.831977414850343,0.9646244802494802,0.831977414850343,0.011438212834025397,0.9885617871659746,0.16802258514965698,27407.0,2088.0,180458.0,5535.0,-7.851530678688878e-05,-7.851530678688878e-05,-0.0004383992979380205,-0.0004383992979380205,4.41428144684064e-05,4.41428144684064e-05,0.0001796086306043998,0.0001796086306043998,-0.013155447210035476,-0.013155447210035476,-0.002011094548155734,-0.002011094548155734,0.0019428085726428401,0.0019428085726428401,-2.320314820314362e-05,-2.320314820314362e-05,0.0019428085726428401,0.0019428085726428401,0.0003779869183657813,0.0003779869183657813,-0.00037798691836588016,-0.00037798691836588016,-0.0019428085726428401,-0.0019428085726428401,64.0,64.0,69.0,69.0,-69.0,-69.0,-64.0,-64.0,0.477874856546024
