baseline_model,residual_route,metrics_variant,fold,representation,split,subset,n_rows,gamma,alpha,inner_alpha,inner_holdout_mae,n_dropped_total,n_total_representation,n_train_representation,n_test_representation,baseline_representation,MAE,RMSE,R2,baseline_MAE_on_eval_rows,baseline_RMSE_on_eval_rows,baseline_R2_on_eval_rows,delta_MAE_vs_baseline,delta_RMSE_vs_baseline,delta_R2_vs_baseline,F1,DAF,baseline_F1_on_eval_rows,baseline_DAF_on_eval_rows,delta_F1_vs_baseline,delta_DAF_vs_baseline
m3gnet,crabnet_frontend,full,3,mat2vec+H64,train,unique_prototype,171977,0.65,316.22776601683796,316.22776601683796,0.05515022148240291,0,256963,205571,51392,m3gnet-baseline,0.05907865969358796,0.0900149309289156,0.9899595056086485,0.06846743752036695,0.10409890606114572,0.9865717838263528,-0.009388777826778993,-0.014083975132230114,0.0033877217822957384,0.6107320526181254,4.130571007444343,0.5917189988281603,3.2321150042804625,0.019013053789965095,0.8984560031638802
m3gnet,crabnet_frontend,full,3,mat2vec+H64,test,all,51392,0.65,316.22776601683796,316.22776601683796,0.05515022148240291,0,256963,205571,51392,m3gnet-baseline,0.05309872205474779,0.08252483517257538,0.9919202694753442,0.05993217290553146,0.09351568110917734,0.9896248011784142,-0.0068334508507836705,-0.010990845936601962,0.002295468296929948,0.6163705869125253,3.5776799489330533,0.6129639131178382,2.7929327911210207,0.003406673794687176,0.7847471578120326
m3gnet,crabnet_frontend,full,3,mat2vec+H64,test,unique_prototype,43511,0.65,316.22776601683796,316.22776601683796,0.05515022148240291,0,256963,205571,51392,m3gnet-baseline,0.05447854907816805,0.08431736958113278,0.99139588792401,0.06252747285297422,0.09611675749061935,0.9888192694189402,-0.00804892377480617,-0.011799387909486564,0.00257661850506985,0.6264465142534575,3.853877177006903,0.6135127860026917,2.9990334894806274,0.012933728250765886,0.8548436875262757
m3gnet,crabnet_frontend,full,4,mat2vec+H64,train,all,205571,0.7,1e-06,1e-06,0.05763734331311711,0,256963,205571,51392,m3gnet-baseline,0.05632191271196404,0.08701847111020677,0.9907605239651184,0.0642266736847758,0.10020550775563436,0.9877479818308402,-0.007904760972811765,-0.013187036645427586,0.003012542134278151,0.6021199424676381,3.876926467200195,0.5951327694612545,3.025135056647783,0.006987173006383629,0.851791410552412
m3gnet,crabnet_frontend,full,4,mat2vec+H64,train,unique_prototype,173469,0.7,1e-06,1e-06,0.05763734331311711,0,256963,205571,51392,m3gnet-baseline,0.05820560161630464,0.0891412297172903,0.990014198172263,0.06739124733500607,0.10318250588622326,0.9866205628744127,-0.009185645718701424,-0.014041276168932956,0.003393635297850306,0.6102305332937568,4.1917291101265,0.5941922633399727,3.252548160401528,0.0160382699537841,0.9391809497249723
m3gnet,crabnet_frontend,full,4,mat2vec+H64,test,all,51392,0.7,1e-06,1e-06,0.05763734331311711,0,256963,205571,51392,m3gnet-baseline,0.05637545081214534,0.13057002956245403,0.9812242177109074,0.06392732915338491,0.09950972378728046,0.9890945880036438,-0.007551878341239569,0.031060305775173574,-0.007870370292736406,0.6199892530897366,3.425994606978646,0.611663353214049,2.7261379105271573,0.008325899875687659,0.699856696451489
m3gnet,crabnet_frontend,full,4,mat2vec+H64,test,unique_prototype,42019,0.7,1e-06,1e-06,0.05763734331311711,0,256963,205571,51392,m3gnet-baseline,0.05804590816569267,0.13794162851505606,0.978057308274336,0.06675944429400366,0.09982922927470722,0.9885074966158133,-0.008713536128310988,0.03811239924034884,-0.010450188341477262,0.621175807133794,3.679861969185163,0.6047702025702462,2.9204797781706353,0.016405604563547782,0.7593821910145278
m3gnet,crabnet_frontend,full,0,mat2vec+L32,train,all,205570,0.7,1000.0,1000.0,0.057891190258118834,0,256963,205570,51393,m3gnet-baseline,0.055778247342233356,0.08669265984130566,0.9907130944492282,0.06341586650298198,0.09909675069525377,0.9878654073459394,-0.007637619160748621,-0.012404090853948113,0.002847687103288754,0.610099806345896,3.7422602840826786,0.5996547872880496,2.9137514329046703,0.01044501905784645,0.8285088511780083
m3gnet,crabnet_frontend,full,0,mat2vec+L32,train,unique_prototype,171551,0.7,1000.0,1000.0,0.057891190258118834,0,256963,205570,51393,m3gnet-baseline,0.05753473866723616,0.08803363429200721,0.9901825833983972,0.06643139082801544,0.10132910608549174,0.9869932623348122,-0.008896652160779284,-0.013295471793484531,0.003189321063584938,0.6161884892912511,4.047736289581336,0.5973920248877,3.141516218699146,0.018796464403551094,0.9062200708821901
m3gnet,crabnet_frontend,full,0,mat2vec+L32,test,all,51393,0.7,1000.0,1000.0,0.057891190258118834,0,256963,205570,51393,m3gnet-baseline,0.05910904622935618,0.0907091472066249,0.9914290040791034,0.06717053215196225,0.10385610418923473,0.9887644800453662,-0.008061485922606075,-0.013146956982609828,0.002664524033737181,0.6010830324909747,3.9854564889336013,0.5950478445299399,3.163790566806128,0.00603518796103486,0.8216659221274734
m3gnet,crabnet_frontend,full,0,mat2vec+L32,test,unique_prototype,43937,0.7,1000.0,1000.0,0.057891190258118834,0,256963,205570,51393,m3gnet-baseline,0.06118549690507305,0.09312397434138146,0.9903582199272413,0.07053476217786898,0.10712400356179691,0.987241259435739,-0.009349265272795934,-0.014000029220415447,0.0031169604915022298,0.6079694583631592,4.249666117429184,0.5926107169072669,3.351375514394301,0.015358741455892333,0.8982906030348832
m3gnet,crabnet_frontend,full,1,mat2vec+L32,train,all,205570,0.7,1000.0,1e-06,0.05623783522050885,0,256963,205570,51393,m3gnet-baseline,0.056316825489283316,0.0872436021052001,0.9911526000460635,0.0640461585101086,0.09970676018762101,0.9884442618272855,-0.007729333020825284,-0.012463158082420905,0.002708338218778028,0.6095614547305694,3.7590756724514907,0.6024142816661944,2.9380426958369252,0.0071471730643750675,0.8210329766145654
m3gnet,crabnet_frontend,full,1,mat2vec+L32,train,unique_prototype,171918,0.7,1000.0,1e-06,0.05623783522050885,0,256963,205570,51393,m3gnet-baseline,0.0581384253605584,0.08872177938369,0.9905156862026027,0.06717665148980916,0.10214397666548901,0.987428967433459,-0.009038226129250752,-0.013422197281799012,0.0030867187691436815,0.6157944158059138,4.059567804867819,0.5997961264016309,3.1602717140480094,0.01599828940428283,0.8992960908198095
m3gnet,crabnet_frontend,full,1,mat2vec+L32,test,all,51393,0.7,1000.0,1e-06,0.05623783522050885,0,256963,205570,51393,m3gnet-baseline,0.057008684929402295,0.08836191650906722,0.9895437746694196,0.064649388651777,0.10149387657265796,0.9862049156123707,-0.0076407037223747,-0.013131960063590742,0.003338859057048893,0.597946134470064,3.9745803528070756,0.583373610439826,3.0527407626189595,0.014572524030237899,0.921839590188116
m3gnet,crabnet_frontend,full,1,mat2vec+L32,test,unique_prototype,43570,0.7,1000.0,1e-06,0.05623783522050885,0,256963,205570,51393,m3gnet-baseline,0.05876473006823888,0.09023124737251241,0.9888506524840617,0.06762868494195318,0.1040744862893567,0.9851671678677377,-0.008863954873714296,-0.013843238916844289,0.003683484616323951,0.6049822064056939,4.264538979640958,0.5826197850245947,3.270830287547532,0.02236242138109923,0.9937086920934255
m3gnet,crabnet_frontend,full,2,mat2vec+L32,train,all,205570,0.8,1000.0,1000.0,0.05693242281104988,0,256963,205570,51393,m3gnet-baseline,0.05601325318317293,0.08593871213710726,0.9915030271618436,0.06391987507748408,0.09966755845921876,0.9885713696299377,-0.007906621894311149,-0.013728846322111507,0.002931657531905829,0.603330937342285,3.812202012438738,0.6015865123847405,2.9232450778547956,0.0017444249575445658,0.8889569345839425
m3gnet,crabnet_frontend,full,2,mat2vec+L32,train,unique_prototype,173037,0.8,1000.0,1000.0,0.05693242281104988,0,256963,205570,51393,m3gnet-baseline,0.05748839335729954,0.087130046473159,0.9909136032785623,0.06687278217852499,0.1019031329683331,0.9875711520198442,-0.00938438882122545,-0.014773086495174101,0.0033424512587180155,0.6098284384995638,4.101603174829225,0.5990194110732002,3.1278680104383603,0.010809027426363582,0.9737351643908645
m3gnet,crabnet_frontend,full,2,mat2vec+L32,test,all,51393,0.8,1000.0,1000.0,0.05693242281104988,0,256963,205570,51393,m3gnet-baseline,0.058052132927278156,0.08929363988152457,0.988792022871785,0.0651545174678536,0.1016477739507708,0.9854761442321618,-0.007102384540575442,-0.012354134069246236,0.0033158786396232376,0.5750781356162523,4.034054705703061,0.5867084578089036,3.120191040252304,-0.011630322192651255,0.9138636654507568
m3gnet,crabnet_frontend,full,2,mat2vec+L32,test,unique_prototype,42451,0.8,1000.0,1000.0,0.05693242281104988,0,256963,205570,51393,m3gnet-baseline,0.060210181829018966,0.0915739565637601,0.9881663283262779,0.068879219898718,0.10508239262344675,0.9844175600000009,-0.008669038069699028,-0.013508436059686643,0.003748768326277019,0.5836694451913597,4.452281504893242,0.5849314177988689,3.4242158354652767,-0.0012619726075092652,1.0280656694279653
m3gnet,crabnet_frontend,full,3,mat2vec+L32,train,all,205571,0.65,1000.0,1000.0,0.0552444440841739,0,256963,205571,51392,m3gnet-baseline,0.05726205846416235,0.08889086613163809,0.9905688321254266,0.06522544817091286,0.1016385271051921,0.9876698623409124,-0.007963389706750507,-0.01274766097355401,0.002898969784514205,0.6063679390251399,3.833250626903535,0.5949232406140751,3.0060509346784308,0.011444698411064769,0.8271996922251041
m3gnet,crabnet_frontend,full,3,mat2vec+L32,train,unique_prototype,171977,0.65,1000.0,1000.0,0.0552444440841739,0,256963,205571,51392,m3gnet-baseline,0.059276785054159495,0.09047710737760294,0.9898561362424594,0.06846743752036695,0.10409890606114572,0.9865717838263528,-0.009190652466207455,-0.013621798683542782,0.003284352416106584,0.611371237458194,4.137112501419309,0.5917189988281603,3.2321150042804625,0.019652238630033736,0.9049974971388464
m3gnet,crabnet_frontend,full,3,mat2vec+L32,test,all,51392,0.65,1000.0,1000.0,0.0552444440841739,0,256963,205571,51392,m3gnet-baseline,0.053301307987582626,0.08291096354204705,0.9918444835166372,0.05993217290553146,0.09351568110917734,0.9896248011784142,-0.006630864917948835,-0.010604717567130287,0.0022196823382230058,0.6151336146272856,3.5734896578684596,0.6129639131178382,2.7929327911210207,0.002169701509447397,0.780556866747439
m3gnet,crabnet_frontend,full,3,mat2vec+L32,test,unique_prototype,43511,0.65,1000.0,1000.0,0.0552444440841739,0,256963,205571,51392,m3gnet-baseline,0.054678988784616855,0.08470319786956032,0.9913169645612209,0.06252747285297422,0.09611675749061935,0.9888192694189402,-0.007848484068357364,-0.011413559621059027,0.002497695142280709,0.6251766035603279,3.8508113755155895,0.6135127860026917,2.9990334894806274,0.011663817557636236,0.8517778860349621
m3gnet,crabnet_frontend,full,4,mat2vec+L32,train,all,205571,0.7,1e-06,1e-06,0.05768257361945348,0,256963,205571,51392,m3gnet-baseline,0.056528519581971234,0.08749150610348162,0.9906597988024824,0.0642266736847758,0.10020550775563436,0.9877479818308402,-0.007698154102804569,-0.012714001652152737,0.0029118169716422226,0.6028775625352643,3.892410611738699,0.5951327694612545,3.025135056647783,0.00774479307400977,0.8672755550909161
m3gnet,crabnet_frontend,full,4,mat2vec+L32,train,unique_prototype,173469,0.7,1e-06,1e-06,0.05768257361945348,0,256963,205571,51392,m3gnet-baseline,0.058408648356359325,0.08962106095143929,0.9899064052795408,0.06739124733500607,0.10318250588622326,0.9866205628744127,-0.008982598978646741,-0.013561444934783964,0.003285842405128081,0.610592270933714,4.203123623135477,0.5941922633399727,3.252548160401528,0.016400007593741384,0.9505754627339491
