baseline_model,residual_route,metrics_variant,representation,split,subset,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std,delta_MAE_vs_baseline_mean,delta_MAE_vs_baseline_std,delta_RMSE_vs_baseline_mean,delta_RMSE_vs_baseline_std,delta_R2_vs_baseline_mean,delta_R2_vs_baseline_std,F1_mean,F1_std,DAF_mean,DAF_std,delta_F1_vs_baseline_mean,delta_F1_vs_baseline_std,delta_DAF_vs_baseline_mean,delta_DAF_vs_baseline_std,gamma_mean,gamma_std,alpha_mean,alpha_std,inner_alpha_mean,inner_alpha_std,inner_holdout_mae_mean,inner_holdout_mae_std,n_rows_mean,n_rows_std,rank_by_MAE
mace-mpa-0,crabnet_frontend,full,mat2vec+S64,test,all,0.01948967147855604,0.000754318922761579,0.04329326689263115,0.0029707653709657804,0.9977205432932402,0.00038023582297795394,-1.748711148096757e-05,2.98108840245621e-06,-0.0002054065297037902,7.001375450158126e-05,2.2165152356201645e-05,9.281707856049857e-06,0.85739907812616,0.007662821487629944,5.295196810545126,0.47078116813128157,0.00016240377704384023,0.0004548496694592079,0.008003685187702026,0.005672144311332761,0.09,0.0223606797749979,1000.0,0.0,1000.0,0.0,0.019449562146311272,0.0004845504455429653,51392.6,0.547722557504917,1.0
mace-mpa-0,crabnet_frontend,full,mat2vec+H64,test,all,0.019490263756935116,0.0007550976020801319,0.04329358635325492,0.0029711225010850034,0.9977205097748094,0.00038024557154924427,-1.689483310189019e-05,3.1579586994221954e-06,-0.00020508706908002467,6.964050366276115e-05,2.2131633925415174e-05,9.254873630755842e-06,0.8574559221591904,0.007977517653076369,5.293590953379005,0.46710502069950866,0.00021924781007449657,0.0006054265829805907,0.0063978280215808425,0.00621938424854931,0.09,0.0223606797749979,1000.0,0.0,1000.0,0.0,0.019450438066891458,0.0004842444422696345,51392.6,0.547722557504917,2.0
mace-mpa-0,crabnet_frontend,full,mat2vec+L64,test,all,0.019491328630094767,0.000754502923087249,0.04329986596711878,0.0029715509226782184,0.9977198158920728,0.0003806255628313337,-1.5829959942238736e-05,3.4365071251938197e-06,-0.00019880745521616837,6.859075783161526e-05,2.1437751188813083e-05,8.974300859486981e-06,0.8571677226145331,0.007791881665480676,5.29461233231599,0.4689561330711395,-6.89517345829449e-05,0.00045919031617933656,0.007419206958565105,0.00566432754922027,0.09,0.0223606797749979,1000.0,0.0,1864.911064067352,1184.328250063711,0.01945057153017817,0.0004831108987213248,51392.6,0.547722557504917,3.0
mace-mpa-0,crabnet_frontend,full,mat2vec+L32,test,all,0.019491458613855973,0.0007547802991062658,0.04330354045037553,0.002972727353359025,0.9977194419766124,0.0003806070868250682,-1.569997618103558e-05,2.5364226160838396e-06,-0.00019513297195941775,6.773728254519776e-05,2.1063835728374337e-05,8.925856104642959e-06,0.857339032843754,0.007665158775897475,5.295632121539143,0.46977883822990935,0.00010235849463799963,0.0005111201676354665,0.008438996181718218,0.0038099258679219553,0.09,0.0223606797749979,1000.0,0.0,1000.0,0.0,0.01945156091153604,0.0004833855382804035,51392.6,0.547722557504917,4.0
mace-mpa-0,crabnet_frontend,full,mat2vec+H32,test,all,0.01949244784499332,0.0007547894747252677,0.04330403331778224,0.00297269504921648,0.9977193840715455,0.0003806545943279985,-1.4710745043685497e-05,1.7680406330361882e-06,-0.00019464010455270825,6.744808728113751e-05,2.1005930661366358e-05,8.875436649125808e-06,0.8572467878591151,0.007799333806748782,5.295402772025332,0.46964595143444565,1.0113509999176706e-05,0.0005665792508225252,0.008209646667907933,0.005373450592937658,0.09,0.0223606797749979,1000.0,0.0,1000.0,0.0,0.019451831648288627,0.0004831611163514565,51392.6,0.547722557504917,5.0
mace-mpa-0,crabnet_frontend,full,mat2vec+S32,test,all,0.019492776420932088,0.0007544051347214889,0.04330093962080507,0.002971661502216919,0.9977196988212415,0.00038066556045444335,-1.4382169104919934e-05,1.7600394312527723e-06,-0.00019773380152987157,6.744350755776281e-05,2.1320680357339584e-05,8.858311356325895e-06,0.8571277667990336,0.007696232356925357,5.294467248073053,0.4698453006115058,-0.00010890755008259312,0.0006098321630974926,0.00727412271562855,0.005924237325562489,0.09,0.0223606797749979,1000.0,0.0,1000.0,0.0,0.019452146824627304,0.00048278287433319467,51392.6,0.547722557504917,6.0
mace-mpa-0,crabnet_frontend,full,mat2vec,test,all,0.019493917911012192,0.0007550958565447413,0.04333004466072965,0.00299470739012039,0.9977168481013688,0.00038013267218822645,-1.324067902481324e-05,2.7074215083595462e-06,-0.00016862876160529672,7.109026990101317e-05,1.8469960484868152e-05,9.673235466724083e-06,0.8572121015693023,0.007711256648615837,5.293960447737176,0.46952452267367895,-2.457277981369188e-05,0.0006911242628712394,0.006767322379751662,0.0060166608059474555,0.08,0.027386127875258303,1000.0,0.0,863.2455532033676,305.7922392626484,0.019453773239199487,0.00048340854302663554,51392.6,0.547722557504917,7.0
mace-mpa-0,crabnet_frontend,full,MDS_F_64_cos_zscore,test,all,0.01950092642046962,0.0007538344177514635,0.04340395935946204,0.0030005296139821017,0.9977084028558242,0.0003866886121283199,-6.2321695673862865e-06,4.647214911577221e-06,-9.471406287290679e-05,3.722448461340891e-05,1.0024714940204404e-05,4.205656297627813e-06,0.8575236871212418,0.007640905561615036,5.294105456252124,0.470810289809939,0.0002870127721257054,0.0004002201356859548,0.006912330894699536,0.0049308285956162195,0.08,0.027386127875258306,3.1622776601683795,0.0,3.1622776601683795,0.0,0.019461364581163834,0.0004857410518850584,51392.6,0.547722557504917,8.0
mace-mpa-0,crabnet_frontend,full,MDS_64_cos_zscore,test,all,0.019502120605086316,0.0007539141749988811,0.043405696091799825,0.0030101735142374843,0.9977083691978352,0.0003858977115355962,-5.037984950691243e-06,5.003049541452499e-06,-9.297733053512114e-05,4.086637199763427e-05,9.991056951141885e-06,5.065952258612518e-06,0.857560479723374,0.00779905417141981,5.292803419340093,0.4694075917952188,0.00032380537425804603,0.0003273112179888412,0.005610293982668502,0.003171631743345456,0.07,0.027386127875258306,14.32455532033676,9.669999668731371,18.64911064067352,11.84328250063711,0.019461859773650024,0.0004861145791236298,51392.6,0.547722557504917,9.0
mace-mpa-0,crabnet_frontend,full,MDS_E_64_cos_zscore,test,all,0.019503734602697873,0.0007540295578401465,0.04340956786779511,0.0029851833762941427,0.9977081291397207,0.0003839172066708454,-3.423987339132989e-06,4.941283662837073e-06,-8.910555453984087e-05,6.235776360251973e-05,9.750998836732805e-06,7.095653306408649e-06,0.8569060043345956,0.007613111664150393,5.2882055660695375,0.4710492906265615,-0.00033067001452031787,0.0006643790024745608,0.0010124407121127276,0.005108277241821632,0.06000000000000001,0.041833001326703784,316.22776601683796,0.0,316.22776601683796,0.0,0.01946058054368818,0.00048224536456259774,51392.6,0.547722557504917,10.0
