element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
H,0.38563811415521265,1.2982818863486656,1.6847845858408748,-2.327699634981291,-0.3865188789040543,-0.5163749512808017,0.5450534372545374,1.5020539949731078,-3.207819398595761,-0.9816776089840628,-2.3805332030453625,0.1999137353915174,2.083289620045349,1.3693474293079497,3.3044960816841384,0.1149531027063123,0.943795376182723,0.09375402495917867,-1.9330049817668764,3.348732048196584,-0.21695250374065458,2.7371305335134535,-0.4053902307997733,-2.529011812185114,-2.509593869309224,-1.9360612590770587,-0.5614135923194711,-0.5749984194812987,-0.05190569181920001,0.27129950091456817,-1.7337253842786606,1.436176242711869,0.7878668395550077,1.440534127859245,0.6952647669105831,3.298115056295835,-1.6064613082221344,0.7045663956027469,-1.4282378285619002,-1.489750204205128,-1.3226078773393992,1.2110222223839784,1.8540083348601313,-2.226685169690647,-0.03597762351631953,-0.1788768466617662,-3.088157723017054,-0.5468434072424809,0.010076413777503606,-1.4838020248217503,-0.2985716477655921,2.3645894986042952,0.37483522431620425,-2.2258696052078375,1.2699904639554016,2.386511980729104,1.03314001755745,0.6405328377507019,2.232630952922916,2.600390753564408,-1.6462987614691236,-1.0367084928406958,-2.0693639931887344,-0.9401755914614879
He,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Li,-0.39396559906121964,0.9063389355137883,1.4037001968728848,-0.8237217344093759,0.8914591931184238,-0.919633972428956,-1.4063132511842582,0.92488743955969,-1.7812892878242992,-1.108815641560762,-2.2343515786843438,-0.44857978662427883,1.789272789500392,0.03562313020091646,2.260106003893819,1.1360341265022313,0.2122033319157846,2.0579700767317557,-1.7000949268616403,1.5133208724529792,1.0294425612830609,1.8696957105556604,-0.6047577169206686,-1.229476200673148,-2.094994274289288,-1.0695842078146778,0.37775474694104333,-0.32123395492771306,0.6779968100904274,-0.7449853838063468,-0.6490482191373361,1.120952710977949,1.336508080436568,-0.6917042446782884,0.6818225321301893,0.5721354323827231,-0.2740725868642253,1.873406874911087,0.26565649178207046,-1.0145177917068633,-2.375705516609924,-0.6650039181940111,1.6094959728007163,-2.6344290458081945,-0.22448433668901505,-0.9870704642272181,-1.582340687340931,-0.1158159803769362,1.2915456454280967,0.8772977431363843,-0.5089351954088888,0.5413722042926279,1.2635313066642129,-1.6668666717864615,0.4713132815318466,2.2619877467148837,0.639934079484859,-0.20813354023101632,0.5225945578150312,1.5731842656195254,0.532810706647562,-0.7571744606603684,-0.9295495727677761,-0.780746872146684
Be,1.0720976806664475,-1.0480488081453254,1.8378355852948525,-2.3391104088075205,1.6393145400533564,0.3137526711944698,-0.5056928006340854,-0.17969703258100084,-0.996958228421438,-0.16326486036961602,-0.48695010947886297,0.10592079642999297,1.3033806083084936,-1.5387610897234716,1.0955476875817807,2.535702338269415,0.22821491639456887,2.5946553762018945,1.619625053342834,0.03942669868105698,-0.35927467278480674,0.8125194673107214,0.6210302366722427,-2.6413628922930528,-1.255321855651198,-0.4034259225404696,0.000985538754920965,-0.059302854409852584,-1.2754303719221873,1.4123165756211908,0.4573111207618015,1.0961474796834572,0.0694886816114143,0.6956391134945376,0.7484005335699336,0.9373579066953868,-0.34732140773513753,2.6470716677863027,-0.24105328004117038,1.0314397987013135,-1.4533645903201475,1.6614845390569166,1.1931442932278453,-1.8351387195150692,0.893242773875722,-1.4609820500739572,-0.2925756649754313,-0.24219632524014773,-0.07157150065317328,-0.04916655689389878,-1.29894441007803,-0.652664126224015,0.3717740769421016,-0.2217439313311763,0.8465321951368443,0.9349380262308766,-0.3581155544133384,-0.0006026722708364895,0.013511638852915488,0.8915145735955472,0.5760551047204534,0.1285900334684224,-1.635359479234141,-1.023520940495519
B,0.14166090860634795,-1.178630717852539,1.2676605303990893,-1.4256990798953306,1.8333822798320036,1.6916234763940674,1.201823228112624,-0.6314708561187692,-2.4266555343998095,0.5582433223978174,-0.7331635261354318,0.3568121926822366,0.7715641431692375,-1.378348289341574,1.8488070854223266,1.1840537203738275,1.1769874398137516,1.8151818443664298,-0.2041028975600899,1.249920749115507,-2.212853511879623,-0.11636218637367113,1.1806416777230702,-0.7301637312127531,0.07848847208211727,-0.8283900752874408,-0.6687593772542132,1.2093479480285723,-2.2849215350057404,0.27574246204944264,0.1339077699622335,0.9719403528370852,-1.2545937634566864,1.0902149183322334,-0.9146238540537887,1.5996295916488203,-0.9407615151878028,2.8814749810618556,-1.347434775764743,-0.6539099660957742,-0.7199623510102602,1.458965017001282,0.13521779452271426,-0.13157602055431006,0.6717915237888048,-0.5195009169116065,-0.8851150238750963,-0.43682102859338645,-2.0331892994990706,-1.0566028167897423,-1.215237405720644,0.8570804929118616,1.2900291619086408,0.10326984222452397,1.038308740364165,0.7580095659168736,-1.143322891539255,0.9270609634162219,2.3773540905244492,0.11292968803102939,-0.9475257811548424,-0.1762619921143211,-1.5272674093952112,0.08267901728817018
C,1.6823944420023043,-2.0386693064270425,0.05327388007519312,-2.5618034184356717,1.0437786973912153,1.464782970370264,0.2978472762676777,-0.25541920252575967,-1.6231104405317016,0.7112023003154166,1.4486148252633557,-0.7670607438564451,0.6399588913824688,-0.7108582956061584,0.29287828222788714,1.6228877855381345,2.2578868023859604,0.3716046389013856,-0.11213730142799512,1.6883435237452298,-1.644967136707542,-0.2566747213494941,0.8183942105396224,-1.4566414739903417,1.0019824369363424,-0.438650852440954,-0.6598431967405436,1.3542846236364272,-1.384327568475236,1.756533487452293,-0.5319084917371696,0.6708388023306124,-0.1739816303122441,1.6171544088489946,-0.25132784531517866,1.1645415732156106,-0.7765069556335068,2.326088041005155,-1.7575209944668042,0.2714370399160661,-0.015978097549442027,0.29665531310755616,0.7891603528034997,0.6804678161785781,1.502460586526782,-1.0463481356023785,-1.4151512877578603,0.29231346033606104,-2.344593633916876,-1.389011558974626,-1.6874279211173397,0.30857235570022,-1.7200234714069902,-0.5340367920916199,2.4410818656401996,-0.3224539648523309,-0.23961789760148544,2.4247924054243444,1.9577651832297667,0.9627194020162414,-1.0666279086276158,-0.5085023488588317,-1.061972799741216,0.7252665933943754
N,1.029992946291638,-0.7438156030825711,0.7257479043804645,-1.983252662402666,1.6400681028104611,1.0873719845652567,0.5394904689150596,0.8278761728411068,-2.3173889220211192,0.49980152130394245,1.9958880121205789,-0.13000095250690336,-0.8527909526496912,0.48136516063074514,0.03838423682852308,1.5099525556339681,2.030357384972628,-1.9138555883070767,1.3445455535456616,1.111803619049352,-2.82291850074331,0.08826046729354141,-0.893670662729999,-1.148858040258186,1.1747919880093989,-0.31934530953564955,-1.6809858473968233,0.8990055389006207,-1.5897889096473659,-0.737957810032628,-2.5881984559048914,0.21361708241124702,-0.5992793759600331,-0.7488328486990438,-0.18648916977654448,1.4456296345157345,-2.6219394216034333,-0.22867074038222346,-1.7484558760473439,-0.36431248283526724,-0.5327190230001426,0.031004152079784398,1.2879313017501377,1.2446900368746872,1.0706873908434282,-0.41293397589445724,-1.737792915327995,0.7303916041202582,-2.7026547354805186,-2.1713085194157524,-1.3750061724549216,-0.5478205899093277,-0.6894620339660092,-1.7071233831247798,2.6672013921248907,0.40932120578517395,0.8782534789055267,1.9255502307974013,2.3574708106037097,0.2591844044562755,-0.6753797429215421,0.4096432811120423,-2.3213455789829087,0.4103869334746031
O,0.9848119922811189,-0.23944579727204154,1.8473164268952105,0.1591176919098371,-0.999657743856936,-0.03880197216637566,0.8332951821448202,1.01620874455217,-2.4455565773917507,0.3999554807966513,1.7044546784319896,-2.00326432118802,0.031611111615710126,1.4281080783221027,1.7686420904905742,0.9264454483622613,2.5478385110020727,-1.2222315099186378,-1.6281209638937466,2.2974032205703967,-1.565367615608278,1.9907009984923187,-0.12570299746526142,-1.7991256172286783,-0.11879086726687695,-1.1489681773170068,-2.7284352855328655,-0.17769888686845345,-1.9491847626486425,1.5696880117117153,-2.5671441135548623,-0.3723492819607226,1.7360660202116458,-0.30439617097033067,-1.5774629810501923,0.9151023168552374,-2.959862902139434,-0.9853593515557696,-1.8910815946143866,-1.179907452035524,0.15902254966305746,-0.9476953453691443,1.7060179033257854,0.9118662803776214,1.1280115957743957,0.7474746939310254,-2.46979121945838,-0.09195271371001157,-2.4963704755278284,-2.827818391738565,-0.5020546007798263,0.9637355299902467,0.19730084348346752,-1.1900699101052674,-0.03851592583702974,0.9642126409665241,1.1677343316982425,4.046331708801787,2.388808346717491,2.305031557974443,-2.175198206404609,-0.48906811450794496,-1.6767617923632312,0.17144996918793956
F,-1.362216462330616,-0.9796141193710939,1.7462444336474996,-0.2564838958975138,0.8391586957466555,-0.4755029199787152,-0.07379066141135139,2.1060041690801006,-2.072407333652867,-0.22934013417019525,-0.06554368264882815,-1.1335926078374896,0.5800157921776385,1.4585000114765079,0.8996111958511799,-0.4862182363201571,2.884344916811606,-1.7715719017528284,-0.9618826775626551,3.1585133572237925,-2.438926988883222,2.1616596664489207,-0.7626388658785048,-1.0167828713653415,-1.0081531272454098,-1.3707230871771758,-1.0555328028523436,-0.20300805472506875,-1.0555763007051449,-1.5034737919495786,-3.095957847734263,0.399138818653784,0.7289753056573031,1.6369145806505752,0.042107314627577296,1.6079665768703313,-2.8850310404515898,0.1488341380882753,-0.7907840307991154,-2.0970657372389976,0.8006040051338058,-1.7720880163843244,1.9423562028956032,1.542729221561877,1.0486102991715511,1.9805167895211102,-2.764196837603249,-1.0023387541037696,-1.5124602121019723,-1.9010715952057993,-0.2655795178965736,0.4028292126000883,-0.4562223209306483,-2.632876517976975,-1.2873715479750674,1.7423281892680385,1.7689857379776717,3.3395108822240016,1.1999202169438805,2.7158212356137885,-2.6356999500633074,-1.4465222698256384,-1.01419275840277,0.7842602019920873
Ne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
