element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Ge,-0.7965216439428052,-0.7295778271432075,-0.5784993460699273,0.3030041271470146,-0.8652527256965623,-0.11709569046353417,-1.8189766880123863,0.30300044287306,0.8588509678133123,0.8964619987880702,-1.272767100064048,-0.9553755770933743,-0.8473094576758866,-0.15593977104330992,-0.10672203268039214,0.10621958313638971,0.2825035155211731,1.1117498051634114,0.0441011198524795,1.2375234798496175,0.638940353459746,-0.19770899464303168,2.5364078288768774,-0.3331823317413645,-0.8860187973393596,-0.11440226203180848,1.770717765046639,1.2359997191513967,0.2887522446344594,0.6717973803825036,-0.4956760510917776,-0.13763117731435853
As,-0.44278742383587694,-1.5882279507031254,-0.62672105495618,-0.9778239502347643,1.3191009166137697,-0.20790652590315173,-1.2511783306002968,0.7036864443390513,0.22325197155497095,0.34102300769651933,-0.9090498371460292,-1.527277252201661,-1.011593057142927,-0.5103957342922624,-0.7598530622367405,0.15940562870260722,-0.36710135038652136,0.9792125178927987,0.09047834065514698,1.162632825963025,-0.40811378633837536,-0.9024731486455593,1.843629484238442,0.5703448847141447,-0.549640214707928,0.6076074885583981,2.0832079736256985,1.0048539883790777,0.4886843140461577,0.11688996582541368,0.6544781424745382,-1.623724222493104
Se,-0.4215920046168377,-2.168778348739777,1.778627702334199,-1.8809741107248883,0.9542607487207124,-0.11684620975853226,-2.183208253595324,0.7378994727209958,0.9299005201981504,0.3957240858843309,-0.7171817180716363,-1.479895586436039,-1.5995102569336168,0.34527788973066686,0.03744698567659175,1.702906957743283,-0.9110696157724221,1.1415055225141084,0.8650958837979233,1.192765404042105,-1.5052687822231403,-1.1648459999143828,0.872780078746653,1.5310166242092171,0.2229432638772,-1.4677439611844414,0.9534516494307166,-0.7252000658360792,0.8742450851926481,1.006832076932242,1.0549772113067977,-1.573426101405072
Br,1.5984128552494117,-2.1383699411564687,1.9522478125894236,-1.2756681453119312,-0.41044217112658987,-1.7135884570186306,-1.1380824595917505,-0.6584636565834935,1.490578692470454,0.630109274918864,-0.1984967957334226,-1.2035620980571555,-1.5041392677708203,0.3369169650943272,0.3073910114515774,0.13537191578932703,-2.6582664530981863,-0.270740341268188,1.0494251049766132,1.8792270910000068,0.15080711956873027,-0.3542358357755271,-0.6359577095953707,2.0174835374681974,1.2186264950885537,-2.3614263553462687,-0.27345437865788574,-1.2071202410289237,2.186429513702976,2.6699077926905366,0.3618316608485333,-1.734592588430233
Kr,-0.3469187616967682,-1.6021199924668796,1.0047356391699496,-0.16929167870737635,0.535129645791533,0.06168666070398589,-0.8098794559293027,-0.9736009383721316,0.491885709589529,-0.20077417823841173,1.3105450329859802,-0.9612830694772408,0.8154179774724813,2.5158083178060355,0.8540261068284831,-0.3074402180810107,-0.6355448805116641,-0.7631143127821008,1.2583035747939715,0.937388426228697,-0.29888380419979443,0.4644638730422696,0.45131001979396324,0.47766883152489814,0.08288486082776952,-0.31739411276870005,0.014663139850293334,-0.23356438617239816,1.4993397821437484,-0.17055135168759517,0.7600142293535901,-0.991805809513024
Rb,-1.0442706424726071,-1.4072026998823364,2.1605084662381975,1.3897651092322398,0.7453908297064766,-1.2511240619886526,0.9528793288970359,-1.100259395158272,0.4538305834268527,1.6114340726608678,2.2354348233397996,-0.7814002227662337,1.9510992040230342,1.27667434413395,1.051343691718885,-0.464090137378164,-1.5585442204496998,-1.9449009065913718,1.027181774632471,0.43481422475603526,1.3662285300258734,-0.11781406378736022,-1.3669430761849375,-0.20873809333713617,0.9689867776514891,-0.6399641936118061,0.45682012451615833,-1.394291310857582,1.7733910428197388,0.5995618052046232,1.9252693184086471,-0.3697350597667365
Sr,-0.7880263252493478,0.3849059661214916,0.6335995491222007,0.46203357228739395,1.3571655923654424,-0.6353615456368125,0.4991562676125459,-1.0888482646572313,0.1940530336611811,0.7087135394228485,2.0764622447578884,0.4983115622307014,1.5088095104200199,0.9226486211627661,1.2062610167395118,-0.5359005195566892,0.20674376769758043,0.1209983576703748,0.9360542764536176,0.5424295663033974,0.7971391613899628,1.4783249689399447,-0.8935715668814217,-1.2790725306171387,0.3476101799470518,-0.21629725018245802,0.14879318616329126,-0.8528831893547615,0.041347625415173124,0.07915717046366368,-0.1496890596948424,1.20697617865867
Y,-0.003761418710125042,1.7176703285898243,-0.7903384415263615,0.3233208860428946,0.7258237264046188,-0.14032594762900735,0.3768975233698808,0.4322111531679037,-1.556810967896114,-0.055958527375446626,0.4036857513100427,1.6574298789117643,-0.6780765341657318,-1.4329957350168356,-0.11564319316306035,-0.8853803706851944,0.134054003363025,-0.14216520341256866,0.41710927295740735,-1.0859590354534467,-0.25169540256609424,1.0129943886902966,-0.5532700253102865,-0.32946313852173975,-0.9527703631666616,0.5268457830222217,-0.5330181179703285,-1.024965526332035,-0.5951743913834556,0.8762372835781532,-1.8711317447971438,0.4332723070216389
Zr,-0.48488266303414795,1.2532318452227207,-0.5708095553720898,0.801556384850177,0.9143845236114535,-1.1853434510630212,-0.09752553844334629,0.9989385234899983,-1.024926645654974,-0.9630759328836669,-0.4359724975336778,-0.10747339083005719,-0.9988338883821694,-2.1352826496591297,0.4088378800674454,-0.12969854309247209,0.039130586405185644,0.28565245447896137,-0.30862225291026824,-0.9110507268074869,0.9645446154379421,-0.03578297801683231,-0.3903954330729426,-0.5072828179167251,-0.262908063155562,-0.07218099143862815,-0.7862985417455413,0.7266708388741336,-1.6472332682552357,-0.27768794358201765,-1.9204286561092074,0.7692732952303362
Nb,-0.6196463020098767,0.22579582956887667,-1.1247096708880315,0.41962862017145286,0.929398313282701,-0.7045686381688171,0.28226603631523955,0.49485668729506693,0.11496896093694878,-1.0728832882656727,-0.8956493475685293,-0.14300779563009625,-0.8950457778773121,-1.7233132759196328,-1.209746848626375,-0.24042460128383528,1.1807623532650913,1.0390896146300792,-1.2832103028343327,-0.7421799817941654,0.907086687982051,-0.0804980841474082,-0.05081165892870332,-1.0500288578521813,-0.5227589169378605,0.6562676677233807,-0.2669013308757799,0.866931196012531,-0.4092641589337785,-0.13721051816945734,0.5224201806590809,0.5423769662037753
Mo,-0.4630369516974275,0.7070000329127805,-0.45056255135468465,1.79758459923993,0.5961813319507623,0.045781872891620785,0.37447704211398586,0.06357912059546272,0.6603096992841038,-1.5654812903837627,-0.8121469913123452,-0.7045443904224525,-0.5585846726248603,-0.5591017018678968,-1.076829435268011,0.3362928947052147,1.2770122456354425,0.9360841790633715,-0.9244643104971016,-0.8659406078742498,1.0518845138530746,-0.416757425258428,1.1329328585567122,-0.05558592346995284,-0.273549556402891,0.2113749979554527,-0.3188787905401155,1.4020292098850569,-1.4189386641183424,-1.2058594442959905,0.8604281298960085,0.19152303697941564
Tc,1.3703415707942344,-0.022281208669689384,-0.30416422383634345,-0.9487289149400975,-0.5617772023302592,-0.4992732032149884,0.29676599305111157,-0.4248457485771854,0.5233103763718344,-0.7199334947044743,-1.147568854525709,-0.5177483167456,-0.13194055706086447,0.4658299230928954,-0.7824871711001675,0.6271735427795336,1.4113333465935858,1.6770545618946733,-2.1113402336209357,-0.22626593150591848,0.8522366150646262,-0.7582623672233719,0.7583944394562498,0.611350192167891,-0.29821499338513463,0.7087307311648403,-0.6340334813165487,1.0205432321892247,-1.3172908229407225,-2.2225151124960223,0.1431550506047181,0.3516835054409738
