baseline_model,residual_route,metrics_variant,representation,split,subset,MAE_mean,MAE_std,RMSE_mean,RMSE_std,R2_mean,R2_std,delta_MAE_vs_baseline_mean,delta_MAE_vs_baseline_std,delta_RMSE_vs_baseline_mean,delta_RMSE_vs_baseline_std,delta_R2_vs_baseline_mean,delta_R2_vs_baseline_std,F1_mean,F1_std,DAF_mean,DAF_std,delta_F1_vs_baseline_mean,delta_F1_vs_baseline_std,delta_DAF_vs_baseline_mean,delta_DAF_vs_baseline_std,gamma_mean,gamma_std,alpha_mean,alpha_std,inner_alpha_mean,inner_alpha_std,inner_holdout_mae_mean,inner_holdout_mae_std,n_rows_mean,n_rows_std,rank_by_MAE
orb-v3,crabnet_frontend,full,mat2vec+H64,train,all,0.011426215882775892,0.00018598794121114183,0.03668250339689123,0.0010432231210258478,0.9983944927070054,0.0001024269140750827,5.138597461998295e-07,8.123540537856992e-07,-5.0044499832713194e-05,6.888285039173965e-05,4.311513147947643e-06,5.94943617719991e-06,0.912210230298817,0.001589217242483563,5.527135312242786,0.13258477175926642,-7.689880450292285e-05,0.00010561558042693416,0.0006882614851036805,0.0011841033792989448,0.02,0.027386127875258306,1000.0,0.0,1000.0,0.0,0.011406864755039168,0.0001713525559171016,205570.4,0.5477225575061624,4.0
orb-v3,crabnet_frontend,full,mat2vec+L64,train,all,0.011426368694337613,0.00018585986781669405,0.036684113264546556,0.0010419886917835814,0.998394354323555,0.00010233174205583672,6.666713079202246e-07,1.0482848391724774e-06,-4.843463217738958e-05,6.667640692896826e-05,4.173129697693234e-06,5.7594685231519975e-06,0.9121802535714314,0.00159328562503782,5.527355598235202,0.132661284604897,-0.00010687553188846178,0.00014650358183141432,0.000908547477519761,0.0014445323152054142,0.02,0.027386127875258306,1864.911064067352,1184.3282500637113,1864.911064067352,1184.3282500637113,0.011406535145480016,0.00017120063460769787,205570.4,0.5477225575061624,5.0
orb-v3,crabnet_frontend,full,MDS_E_32_cos_zscore,train,all,0.011426743720870405,0.00018613913134835986,0.03672222590625255,0.001016300952038911,0.9983910858523328,0.0001000221935784541,1.0416978407125355e-06,2.329307183847977e-06,-1.0321990471399978e-05,2.3080672357155448e-05,9.046584754424103e-07,2.0228778475105537e-06,0.9122187638073477,0.0016651864111334065,5.52790182742914,0.1340069531563728,-6.836529597216145e-05,0.00015286944909564558,0.0014547766714578358,0.003252979529460599,0.01,0.022360679774997897,1000.0,0.0,1000.0,0.0,0.011408452040526375,0.00017190440474812655,205570.4,0.5477225575061624,6.0
orb-v3,crabnet_frontend,full,MDS_F_32_cos_zscore,train,all,0.011426822262677157,0.00018561967682728574,0.036713711324544075,0.0010196661270529023,0.998391806249636,0.00010064025160988829,1.120239647466395e-06,1.548349899174913e-06,-1.8836572179872778e-05,2.5985926205338136e-05,1.625055778542439e-06,2.248474490013206e-06,0.9121902209956462,0.0015866637757798669,5.527536039652792,0.13238229897209525,-9.690810767384316e-05,0.00013370328986944308,0.001088988895109111,0.001506122646282849,0.02,0.027386127875258306,272.98221281347037,96.69999668731373,272.98221281347037,96.69999668731373,0.011407424557252877,0.0001715137916137883,205570.4,0.5477225575061624,7.0
orb-v3,crabnet_frontend,full,MDS_32_cos_zscore,train,all,0.011426823558523657,0.00018611812464590447,0.03672236247256959,0.0010161609376738662,0.9983910738916281,0.00010001661491387943,1.1215354939649036e-06,2.5078296036843296e-06,-1.018542415435475e-05,2.277530078880553e-05,8.926977706380512e-07,1.9961328985091985e-06,0.9123139348163045,0.0015640282303350126,5.527632502586129,0.13361826287571688,2.6805712984545595e-05,5.993939641879272e-05,0.0011854518284469151,0.002650750872458721,0.01,0.022360679774997897,316.22776601683796,0.0,316.22776601683796,0.0,0.0114082335444176,0.00017173052013512744,205570.4,0.5477225575061624,8.0
orb-v3,crabnet_frontend,full,MDS_64_cos_zscore,train,all,0.01142685435674052,0.00018559182906124165,0.03670030990906978,0.0010296908040582458,0.9983929609051065,0.00010139182759654276,1.152333710826778e-06,1.595800724828927e-06,-3.2237987654167025e-05,4.4446036888009494e-05,2.77971124911236e-06,3.8432359560993446e-06,0.9121738857349946,0.001584650151295648,5.526971332279594,0.13232880173994566,-0.00011324336832525539,0.0001568521467714662,0.0005242815219117958,0.0008178863782757536,0.02,0.027386127875258306,10.0,0.0,10.0,0.0,0.011407337937881854,0.0001711095195761812,205570.4,0.5477225575061624,9.0
orb-v3,crabnet_frontend,full,mat2vec+H32,train,all,0.011426863782281466,0.00018557022558437586,0.036684238867725795,0.0010419066293070843,0.9983943435968896,0.00010232356807275003,1.1617592517731284e-06,1.6201659832072102e-06,-4.8309028998153035e-05,6.65129563847337e-05,4.162403032159645e-06,5.74564784795713e-06,0.9121541977813818,0.0016052152644669886,5.527141342755687,0.13243970396427523,-0.00013293132193819,0.00018218392791899182,0.0006942919980051698,0.0010681776277801217,0.02,0.027386127875258306,1000.0,0.0,1000.0,0.0,0.011407066745011536,0.0001714222349765555,205570.4,0.5477225575061624,10.0
orb-v3,crabnet_frontend,full,mat2vec+L32,train,all,0.01142694041339402,0.00018551268882278002,0.03668474242269738,0.0010415267361420918,0.9983943003354924,0.00010229356163789535,1.2383903643289896e-06,1.728130117750338e-06,-4.7805474026567375e-05,6.582628587084473e-05,4.1191416349839475e-06,5.6866209620665305e-06,0.9121791548448195,0.0015935203302972223,5.527222748481134,0.13240615270285236,-0.00010797425850033182,0.00014799891537344202,0.0007756977234514295,0.0011337808248275802,0.02,0.027386127875258306,1000.0,0.0,1000.0,0.0,0.011407166935024672,0.00017127259778060045,205570.4,0.5477225575061624,11.0
orb-v3,crabnet_frontend,full,mat2vec+S32,train,all,0.011426980793875007,0.0001854903532801081,0.036684257861338256,0.0010418770949916984,0.9983943418889158,0.00010232325356239726,1.2787708453157465e-06,1.7783953269317574e-06,-4.829003538568827e-05,6.647769448730722e-05,4.160695058308406e-06,5.742343214467869e-06,0.9122204485901948,0.0015657764856876258,5.527144961457532,0.132610872675589,-6.668051312512802e-05,0.00010338914320849978,0.0006979106998498352,0.0012168084162472092,0.02,0.027386127875258306,1000.0,0.0,1000.0,0.0,0.011407249224481105,0.00017132196462864546,205570.4,0.5477225575061624,12.0
orb-v3,crabnet_frontend,full,mat2vec,train,all,0.011427075729764051,0.00018541171750881104,0.03668544617886828,0.0010409780248886859,0.9983942397800843,0.00010225265259133962,1.3737067343588817e-06,1.9183522891721495e-06,-4.710171785566874e-05,6.485521361403879e-05,4.05858622702926e-06,5.6028138243390615e-06,0.9121772827091628,0.0015820951570621835,5.527154096937407,0.13225519980742578,-0.00010984639415714259,0.00015288323728698992,0.0007070461797246353,0.0009869665093916733,0.02,0.027386127875258306,863.2455532033676,305.7922392626484,863.2455532033676,305.7922392626484,0.011407363726204241,0.00017130317701432302,205570.4,0.5477225575061624,13.0
orb-v3,crabnet_frontend,full,MDS_E_64_cos_zscore,train,all,0.011427545364744333,0.00018509265293273686,0.036697482545681046,0.0010318002052792942,0.9983932041927777,0.00010155473437801123,1.8433417146395542e-06,2.554197345502951e-06,-3.506535104290109e-05,4.8316940494937974e-05,3.022998920121367e-06,4.1768222604511825e-06,0.912099785221827,0.0015326363300338973,5.527216999715776,0.13328903525174343,-0.00018734388149284077,0.00029583144723333054,0.0007699489580941688,0.002066033834216214,0.02,0.027386127875258306,316.22776601683796,0.0,316.22776601683796,0.0,0.011407300702133324,0.0001713110274860874,205570.4,0.5477225575061624,14.0
